protein,fiber_type,resistance,terbutaline
DSG1,II,-0.6064549893562381,0.14856702204178326
DSP,I,0.3277012531066834,-0.9307598807684823
DSP,II,-0.4237915543018058,-0.25275294824290784
DSTN,I,0.4502911009050618,0.185149371196251
DSTN,II,0.42464781528154294,0.040678134033509984
DTNA,I,-0.13969777528619634,0.10234121600388864
DTNA,II,-0.1452241957377407,-0.16660906539509876
DUPD1,I,-0.2943685928947639,0.2414438065191467
DUPD1,II,0.40612841190429183,0.15677366743851553
DUSP22,I,-0.2075648120194266,0.058705638944146606
DUSP22,II,0.11559142447936344,0.37107793916621795
DUSP28,I,-0.23661982324904812,-0.24493207480114057
DUSP28,II,-0.22393800951870513,-0.36094904026702973
DUSP3,I,-0.09941922880719492,-0.02391599436290056
DUSP3,II,9.585166029482117e-4,-0.14240813896204182
DYNC1H1,I,0.3969054464560102,0.08232059324672897
DYNC1H1,II,0.23744875791409759,0.18389169535679795
DYNC1I2,I,0.5590693716379403,-0.022434961974368568
DYNC1I2,II,0.1334825938556774,0.0938102310452343
DYNC1LI1,I,0.4153909071997382,0.2819440159668209
DYNC1LI1,II,0.4132896157003043,0.43572349131229976
DYNC1LI2,I,0.1046810899699506,-0.005143603019576343
DYNC1LI2,II,0.3893844698552642,0.445812385850048
DYNLL2,I,0.05952407072021008,-0.13208422961728636
DYNLL2,II,-0.0687851478156869,-0.09714825789826016
DYNLRB1,I,0.5883600731014825,0.240088380833159
DYNLRB1,II,0.20846702318993882,0.129309938524246
DYNLT1,I,0.2189361415407287,-0.059454437773026184
DYNLT1,II,0.5459722715770232,0.16353227525937677
DYSF,I,0.020712146807732573,0.01065210158306721
DYSF,II,0.19798090168137983,0.10380150910989316
ECH1,I,-0.17080196172982046,-0.043951755626984015
ECH1,II,0.1356534229190398,-0.20164409283180854
ECHDC1,I,-0.06883519977266468,0.0399362249187271
ECHDC1,II,0.1849689561153558,0.03204658782201797
ECHDC3,I,-0.41109357979491484,-0.17857810906234217
ECHDC3,II,0.038540696555313,-0.5276296680474224
ECHS1,I,-0.2882221740161072,-0.17436726067417738
ECHS1,II,-0.04909600479175924,-0.35348140108645226
ECI1,I,-0.43824699108915305,-0.03289300165411045
ECI1,II,-0.19197066557149745,-0.36042265372545607
ECI2,I,-0.32248905514960946,-0.23015935215402344
ECI2,II,0.07385051076890492,-0.3564939679224041
ECM1,I,0.39248750268668814,-0.1818632345833596
ECM1,II,-0.5254972041936123,0.11812007761050954
ECM29,I,-0.0027750259122257654,0.04748956963235033
ECM29,II,0.12477131628542426,0.18112326782159874
EDF1,I,0.11401242792720138,0.10255110673276449
EDF1,II,0.21110670775504237,-0.09024418504323813
EEA1,I,0.03245734272563767,0.1079468038551901
EEA1,II,0.22896546138840024,0.040879816098823664
EEF1A2,I,-0.015817969079507627,0.10203580771432968
EEF1A2,II,0.17527388229775687,-0.02288772372134436
EEF1B2,I,0.23559140950511065,0.0957942076195862
EEF1B2,II,-0.042011401372409996,0.06326495341940926
EEF1D,I,0.23343186067595742,0.10297478438693812
EEF1D,II,0.12614820424423456,-0.04466409683079157
EEF1G,I,0.028927889692384516,0.030015389563821087
EEF1G,II,0.14409593734203296,-0.02431422463974453
EEF2,I,0.14301241223978448,0.06698453706720738
EEF2,II,0.11238306377718055,0.042681953116980566
EFTUD2,I,0.3192071012231697,-0.440223757518868
EFTUD2,II,0.18835704414595167,0.006637469848012678
EGFLAM,I,-0.09319733588338305,0.24464808974630955
EGFLAM,II,0.02702482522358629,0.03446224934687351
EHBP1L1,I,0.1630521438615098,0.21877924666102982
EHBP1L1,II,0.2173827394607386,0.066029366677677
EHD1,I,0.4131325379671192,0.013107933958471481
EHD1,II,0.11869765279630595,0.21712533519346935
EHD2,I,-0.21145212457545753,0.0750840779723577
EHD2,II,0.04653088019487539,-0.0586831555735167
EHD4,I,0.14244390965000342,0.1912882038995199
EHD4,II,0.19661801609159926,0.10104105054246108
EIF1,I,0.057169793438811824,-0.014437640303159655
EIF1,II,-0.01213007133518662,-0.1738344185788101
EIF2A,I,0.10921247268670164,0.03184789908566024
EIF2A,II,0.11233878193587765,-0.053003196168310986
EIF2B2,I,0.34874673484332536,-0.016939736474487432
EIF2B2,II,0.24723389943424245,0.24323512724117613
EIF2B3,I,-0.0029297282510817473,0.14324532981080473
EIF2B3,II,0.2031093082859059,0.13381568210856068
EIF2B5,I,0.22045868572457192,0.2794326139466708
EIF2B5,II,0.3411478316983183,0.17405273786382983
EIF2S1,I,-0.1678752616208557,0.06947902918185332
EIF2S1,II,-0.08483972240202942,0.05021909558371984
EIF2S2,I,0.07472537979469632,0.2898959528624708
EIF2S2,II,0.05566754087279624,0.24549702726221975
EIF2S3,I,0.3449932510906267,0.16795356486887564
EIF2S3,II,0.3074525056975954,0.23108500060423434
EIF3A,I,0.08235690092870722,0.1985003691920303
EIF3A,II,0.2378898180500426,0.11721160935840642
EIF3B,I,0.01518768235165118,0.17169183944162525
EIF3B,II,0.1519656586366489,0.17623677975700547
EIF3C,I,0.2566237280112504,0.09659522341141433
EIF3C,II,0.07083255489207829,0.1068495703949277
EIF3D,I,0.2998794833746659,0.09967657821056812
EIF3D,II,0.22524050554123387,-0.10240144146352005
EIF3E,I,0.1294538721697771,0.16573393580104412
EIF3E,II,0.24998870176114463,0.3055346593104458
EIF3F,I,0.06216389940155206,0.27563646699332484
EIF3F,II,0.07409685334611749,0.1778676425149562
EIF3G,I,0.08270783096976254,0.19623856986328128
EIF3G,II,-0.006867177451003403,0.3427864914593157
EIF3H,I,0.11059900115771956,0.004971519101045438
EIF3H,II,0.026468243089928123,0.00926731649321185
EIF3I,I,0.20336673519992665,0.1777915103507461
EIF3I,II,0.22779112525868928,0.24120868221878147
EIF3J,I,-0.09731290282366471,0.06276981745062667
EIF3J,II,0.21937130003578953,0.08230045036647542
EIF3K,I,-0.16427117169457947,0.05304288126149304
EIF3K,II,0.01359837009335818,-0.12894276464109908
EIF3L,I,-0.03775296951962278,7.947445121924505e-4
EIF3L,II,0.1810290447131251,0.06141347507575364
EIF3M,I,0.11166729498122965,-0.024123165503312248
EIF3M,II,0.010667596252949219,0.032343653861011123
EIF4A1,I,0.046570766849321946,0.1132068668494421
EIF4A1,II,0.13304604205633908,0.11850096189863146
EIF4A2,I,0.021952365722670564,-0.05753059723640419
EIF4A2,II,-0.0051705420899497145,-0.07918788097001572
EIF4B,I,0.07121680470720067,0.039190605098892176
EIF4B,II,0.15195210278568894,-0.01756905406833435
EIF4E,I,0.03864129672804165,0.10665107502400978
EIF4E,II,0.01967699977228521,-0.012443893634201212
EIF4E3,I,0.06686207104881119,0.053732406449003525
EIF4E3,II,0.1355376730982647,-0.11242096566259303
EIF4EBP1,I,-0.06131831435699781,-0.2054303325827189
EIF4EBP1,II,-0.08901862283621265,-0.18829319948501944
EIF4EBP2,I,0.125357452107049,0.24235971991904462
EIF4EBP2,II,0.19474147535639963,-0.02713991964810276
EIF4G1,I,-0.07196107977746559,0.022163673785893814
EIF4G1,II,-0.05089041402575778,0.12463776485885451
EIF4G2,I,0.08806397306912775,0.2951697826448533
EIF4G2,II,-0.08797851292701409,0.06328904569857292
EIF4H,I,0.1469193667239837,0.05376853246696879
EIF4H,II,-0.015741397864863282,0.030046132544603903
EIF5,I,-0.17066208796658802,-0.0065274945968042996
EIF5,II,0.07994240013586462,-0.14154901415896712
EIF5A,I,-0.02802022007683393,0.03563598833922873
EIF5A,II,-0.14566365189762842,0.07772614558375146
EIF5B,I,-0.11862107901633082,-0.14333774727000267
EIF5B,II,-0.17824684370863048,0.08747135207610827
EIF6,I,0.5447072306270727,0.17775767566237036
EIF6,II,-0.277277559922565,0.0630046061566989
ELAVL1,I,-0.07448170553701416,0.029464426904171094
ELAVL1,II,0.0908494619455904,0.06005258888419925
EMC1,I,0.6589330857107143,-0.16047677734136911
EMC1,II,0.2780529672337897,-0.3346290664806318
EMD,I,0.019543714387585048,0.023053088906767407
EMD,II,0.1417978821971888,-0.007378778862158726
EML1,I,-0.3023828755548121,-0.3030130923403174
EML1,II,-0.25504787130275064,0.0020485284369102055
EML2,I,0.20242626988452145,-0.07679511863909806
EML2,II,-0.19258425449080044,0.18630449885766115
ENDOD1,I,-0.021897237564291978,-0.14338395618978433
ENDOD1,II,0.2676524850465094,0.07509574533176784
ENDOG,I,-0.07058211602491708,0.1465998397564466
ENDOG,II,0.001636190415664392,-0.13353509093434157
ENO1,I,0.04032548051273161,0.07805221685884525
ENO1,II,-0.01253779146922307,0.016768192332556886
ENO2,I,-0.18078988833037865,0.0694191821725704
ENO2,II,-0.17695198153021763,0.025376860119209404
ENO3,I,-0.30195705435808257,0.12009314046645159
ENO3,II,-0.020943187633030824,-0.12323569740909868
ENOPH1,I,-0.1757989347803619,-0.042343821177253375
ENOPH1,II,-0.05258546856378343,-0.0557527593185719
ENSA,I,-0.08573274922640957,-0.0018972596819044276
ENSA,II,-0.08363171072902764,-0.1289216547041132
ENY2,I,0.2916235813857302,0.18527331474938893
ENY2,II,-0.2873032600036076,-0.10017583728836559
EPB41,I,-0.4244188044318218,-0.01609165126025389
EPB41,II,-0.12863598628434159,0.08398484898470511
EPB41L2,I,0.08560607722767077,0.17525823572512148
EPB41L2,II,0.6681348580017694,-0.0645359354742914
EPDR1,I,-0.19668716435712139,-0.005239575398999245
EPDR1,II,-0.042982868131606455,0.06993301248536839
EPHX1,I,0.1173295585463503,0.17658190902463305
EPHX1,II,0.2166321371784512,0.21887708150127713
EPHX2,I,-0.046855961036745546,0.14848136108513119
EPHX2,II,-0.16882704657608305,0.19291201228313312
EPM2A,I,0.03340242936390782,-0.1958491564061314
EPM2A,II,-0.2383170024100203,-0.3012147257791791
EPRS,I,0.037193959534835584,-0.10141354257296602
EPRS,II,-0.032503214826896665,0.08262674757746617
EPS15L1,I,0.11258171637538794,-0.11144784564674354
EPS15L1,II,0.03735574944043618,0.2252794344436221
ERAP1,I,0.1476756183845977,0.07686025677045344
ERAP1,II,0.08648856259909987,-0.013351427681388639
ERH,I,0.42489710758027066,0.05476022726615289
ERH,II,-0.13911615197697058,0.03638302855495548
ERI3,I,-0.7479947144756641,-0.36118177661765427
ERI3,II,-0.4086123609857855,-0.2678743853752968
ERLIN2,I,0.04295626017354134,-0.0025083079848762404
ERLIN2,II,-0.10506570082765698,-0.03553216741943466
ERO1L,I,0.32648412114745184,-0.011271166888562334
ERO1L,II,-0.16219403025519089,0.33697799062078576
ERP29,I,0.25103844177625184,0.18821873366222902
ERP29,II,0.06382784750299586,0.19532358356857152
ERP44,I,-0.05880827268154013,0.1258379655983838
ERP44,II,-0.0628429586758023,0.2815774328939991
ESD,I,-0.2614025100739532,-0.08217334911661976
ESD,II,-0.029090157204723965,-0.14763245717457618
ESYT1,I,0.2515040158178741,0.34433536900588485
ESYT1,II,0.09501771442102758,0.38534483449458135
ETF1,I,0.10402670051687757,0.5151458904470216
ETF1,II,0.17002341521261655,0.5428223663957497
ETFA,I,-0.3583261201361846,-0.04510422342469479
ETFA,II,0.08457221431335071,-0.21975022012406184
ETFB,I,-0.34403993187054127,0.044875731026662945
ETFB,II,-0.06510090077755248,-0.2533163980085556
ETFDH,I,-0.2896599360383118,-0.18394733750101475
ETFDH,II,0.0015195426032097448,-0.31700381545409667
ETHE1,I,0.07392305025719519,0.08120461847844561
ETHE1,II,0.20506659319738496,-0.18885013897644543
EZR,I,0.6964342953869238,0.1791063595573732
EZR,II,0.258070233154404,0.7783081819279676
F13A1,I,0.43725470619865237,0.22511257118528213
F13A1,II,0.3237811232236769,0.43249666284651866
F2,I,1.758146389315231e-4,-0.10998390894453933
F2,II,0.27099861012680226,0.1597114621077503
FABP3,I,-0.24007694229205004,0.014978570248143086
FABP3,II,-0.13480635683982722,0.016596765514753347
FABP4,I,-0.17640115570670797,-0.1279498790402784
FABP4,II,0.1906628122155778,-0.11648759811231739
FABP5,I,0.5463991195398885,-0.37156831154313225
FABP5,II,-0.7886094184423669,-0.17454397749481906
FAH,I,-0.18866047780624232,0.03924556908128629
FAH,II,0.047194621531618575,8.871480535551275e-5
FAHD1,I,-0.23059131280148268,-0.06603271080442538
FAHD1,II,-0.2349658695956307,-0.19022210202058534
FAHD2A,I,-0.0946447978685254,0.0013499539273535805
FAHD2A,II,0.18182944701663084,-0.16185650736160243
FAM114A2,I,0.01913905294603754,0.27120459212770653
FAM114A2,II,-0.12721285050336917,0.1879182940604968
FAM120A,I,-0.2995763449202471,0.015763691493140154
FAM120A,II,0.035382943070752404,-0.15394323107683805
FAM129A,I,0.5887799494814203,0.04786758324717003
FAM129A,II,-0.22917104052772053,-0.32131703132023076
FAM134B,I,-0.40326180452915394,0.05660081848083533
FAM134B,II,-0.24665182240612937,0.10406453377075264
FAM136A,I,0.15728379256297415,0.04207608840846966
FAM136A,II,-0.2147171061641604,-0.2972206792481803
FAM162A,I,-0.020709899742679432,-0.06131333030388903
FAM162A,II,-0.017130788615065118,-0.19928506150754913
FAM175B,I,-0.25419324134702315,-0.04131781123450924
FAM175B,II,0.2626040124733342,0.1290250078299461
FAM213A,I,-0.0932908290719333,-0.1613869963497219
FAM213A,II,0.0068004846890290516,0.07038123794892288
FAM21A,I,-0.037518737400043634,0.027929291895086934
FAM21A,II,-0.06056587523418828,0.3475466739650562
FAM49B,I,0.27658387357001324,0.1951990315081632
FAM49B,II,0.011123850978492777,-0.025126382141549868
FAM98A,I,0.18662620561340848,0.419058958633906
FAM98A,II,-0.14808842045994167,-0.1498850348793681
FARSA,I,0.1830973741628699,0.15969244438630717
FARSA,II,0.1764720629691583,0.27896316936396753
FARSB,I,0.11492402655437418,0.15713933049001988
FARSB,II,0.30456907555349444,0.21181936586784955
FASTKD2,I,0.05670604193973056,0.07427219317793042
FASTKD2,II,0.1314337883175811,-0.3621214578920856
FAU,I,0.05099896717581335,0.005003179242841505
FAU,II,-0.12160515807916572,-0.13993697403185898
FBL,I,-0.12677242541615463,-0.0514822590192073
FBL,II,0.3926855007136565,0.296776799802699
FBLN5,I,0.2550809886580865,0.313086395173383
FBLN5,II,0.10456821317783693,-0.2356213019674899
FBN1,I,1.2602194161175575,-0.5105352241399799
FBN1,II,-0.7340375254704984,-0.5796306594532665
FBP2,I,-0.29977012159857275,-0.018273969283764055
FBP2,II,-0.22676845627101616,-0.06528123170932447
FDPS,I,0.06387386745293686,0.05421251585321038
FDPS,II,0.15869953306000384,0.036722543989339794
FDX1L,I,-0.3857974910503957,0.08928989432186461
FDX1L,II,0.11960062031881669,-0.11159752826213998
FECH,I,-0.26437814338328103,-0.19994303573798475
FECH,II,-0.002793603608046036,-0.20445774361069566
FERMT2,I,-0.0999954286981195,0.21318450246012252
FERMT2,II,-0.2627188717060758,-0.08840704435109767
FETUB,I,-0.011531830831551737,0.13854391098429186
FETUB,II,-0.06331390067105655,0.24389073737729877
FGA,I,0.3060503659394393,-0.002373824493583143
FGA,II,0.5307488873560056,0.33469030612387884
FGB,I,0.3733285293624675,-0.06811402776344841
FGB,II,0.5201141579774284,0.3223350002666369
FGG,I,0.39498046704843454,-0.1352638898068481
FGG,II,0.536723895874996,0.2224970312828667
FH,I,-0.31579278183634685,-0.05494853189557056
FH,II,-0.05529544869243197,-0.2843720182784426
FHL1,I,-0.05468710271749596,-0.11586718087427474
FHL1,II,0.041052109333054254,-0.2118945744034244
FHL3,I,-0.14023662076883678,-0.30706767950993424
FHL3,II,-0.17585540106881048,-0.3159918324545101
FHOD1,I,-0.21479585614879607,-0.01940999821281344
FHOD1,II,-0.05050046616925563,0.038153855586849396
FILIP1,I,-0.0633056712499983,0.14552577944969647
FILIP1,II,0.39056723154646433,0.1566312108599012
FIS1,I,-0.2195255572769952,0.09282767371522614
FIS1,II,-0.03124416539078556,-0.07498372434709093
FKBP15,I,0.4215127652181992,-0.15757061743976342
FKBP15,II,-0.25159111269041884,0.35089221713414326
FKBP1A,I,0.23038160310816583,0.08479625416828143
FKBP1A,II,0.0050232864179491354,-0.10499788639900709
FKBP2,I,0.26793151841036683,0.2883611344038034
FKBP2,II,0.2148132615604177,0.016698171686722496
FKBP3,I,-0.23149057579124946,-0.06406798090746814
FKBP3,II,-0.14246162629921777,-0.24954814489758523
FKBP4,I,0.3096067916447604,-0.036212030072735116
FKBP4,II,-0.1593819207127145,0.09882450024625215
FKBP5,I,0.061124355646312925,-0.10842137359746136
FKBP5,II,-0.21549349003493723,0.22822136929721282
FKBP7,I,-0.010540773162800983,-0.15156801581614188
FKBP7,II,-0.15465422038676632,-0.08212874395204173
FLG,I,0.5368540635967136,-0.36696759911162913
FLG,II,-0.45565949848928144,-0.04718793588263814
FLII,I,0.44775084692814665,0.143046947928315
FLII,II,0.5436453564759736,0.06893323412434293
FLNA,I,0.5702546640561786,0.15949330351138968
FLNA,II,0.2958508416864498,0.18388557349371895
FLNB,I,0.3141611041028283,0.037608620944197105
FLNB,II,0.113469634134443,0.2636636679691093
FLNC,I,0.12814286821084359,0.079612690773111
FLNC,II,0.5129578162257795,0.14546923671116238
FLOT1,I,0.344317163930561,-0.05967214023635328
FLOT1,II,0.03538897021090914,-0.04008285346607465
FLOT2,I,0.09048778234209617,0.1805721909287355
FLOT2,II,0.2656091439121125,-0.09485763464832576
FN1,I,0.29457620550444324,0.13071657422006325
FN1,II,0.4242601789746512,0.12826439606924156
FN3K,I,-0.05255188091844966,0.07681262934469757
FN3K,II,-0.11157523596744068,-0.10949051352518335
FN3KRP,I,0.11416582517505525,-0.019477430542450973
FN3KRP,II,0.14901329181050027,-0.11269481216958824
FNTA,I,0.2679191114456074,0.4169442731268359
FNTA,II,0.3769266511154079,0.13763230450077332
FNTB,I,0.025385582430746585,0.18853221531071043
FNTB,II,-0.15232678546610728,0.05502650793714299
FSD2,I,-0.41193387375458784,-0.11034033546145085
FSD2,II,-0.25700470670860875,-0.17459197419323313
FTH1,I,0.18066204165866853,0.16953800895366597
FTH1,II,0.09867987890762775,0.11873785491346715
FTL,I,1.0896707524649152,0.7917577217826847
FTL,II,1.0144570931877641,0.639858832651483
FUBP1,I,0.2969220642536034,0.25754687691048705
FUBP1,II,0.11660373105995725,0.08681675259561923
FUNDC2,I,-0.2844752296908969,-0.25014723344550344
FUNDC2,II,0.06788942378930463,-0.390869573885302
FXN,I,-0.15587038716611445,-0.06224432066140596
FXN,II,-0.15549793105495624,-0.15974162953447735
FXR1,I,-0.0949137094713419,0.07735058192262301
FXR1,II,-3.464611252919081e-4,-0.10081476469406218
FYCO1,I,-0.09095252715521061,-0.20864109919786136
FYCO1,II,-0.1696371016599021,-0.008276743292106628
G3BP1,I,0.3552264750016878,0.3222023833761637
G3BP1,II,-0.005033578551228324,0.04212078307616629
G3BP2,I,-0.2310892622833709,-0.058107783896194413
G3BP2,II,0.23502694814336245,-0.08090094950906845
GAA,I,0.47715781423296405,0.4125862882658531
GAA,II,-0.17078120323683743,0.09802859971875241
GABARAP,I,0.047163582725496,0.009631030084077915
GABARAP,II,-0.3785343236177591,-0.008077429620354272
GABARAPL2,I,-0.5782119873058189,0.11112248332404977
GABARAPL2,II,-0.07513802362946898,0.19902643782651971
GADD45GIP1,I,-0.16147479030975123,-0.05432242018989319
GADD45GIP1,II,-0.11283591449626185,-0.24336950831228066
GALK1,I,-0.023472784162333227,0.14615947125140452
GALK1,II,0.0038258067657581663,0.156821582571277
GALM,I,-0.10180998233323331,0.058513283290324805
GALM,II,0.07702836666492408,-0.05370318646167579
GALT,I,0.42647419398649095,0.4020044257804516
GALT,II,-0.2709931156358906,0.020443346862338174
GAMT,I,-0.3188424761909762,0.11157319393487793
GAMT,II,-0.1276077425347193,-0.062341845153901954
GANAB,I,0.2961433079658405,0.08547492057882317
GANAB,II,0.18278216605258502,0.02277480148890687
GAPDH,I,-0.18781270408674036,0.12164141783452546
GAPDH,II,-0.0610555691019643,-0.13464712468857284
GARS,I,0.17912433283036652,-0.014805452183075146
GARS,II,0.08722242116787826,0.018911916835087677
GART,I,0.15659091047782475,0.1384949333160712
GART,II,0.2712746721323718,0.21390691335629652
GBAS,I,-0.37598962885564396,-0.16669631458843964
GBAS,II,-0.19829018339235027,-0.33934347280193106
GBE1,I,0.059929966774431014,0.10948856910604982
GBE1,II,0.520483504478825,0.11838621793686199
GC,I,0.3707982414402401,-0.06378261991365769
GC,II,0.3743594026836694,-0.023900462303401742
GCDH,I,-0.11391294770399416,-0.0625326802532226
GCDH,II,-0.0015324970524246417,-3.724725709203606e-4
GCLM,I,0.033115212186915856,-0.024075487717250772
GCLM,II,0.31762349289101,0.020145742564040336
GCN1L1,I,0.3208156962766329,-0.11800304448690291
GCN1L1,II,0.08047390233293705,0.27713302613075397
GCSH,I,0.057855024069949135,-0.2381358198141272
GCSH,II,0.3879235548345745,-0.43568910609430445
GDI1,I,-0.09699858099368137,-0.038727594609774346
GDI1,II,0.09417503454825416,-0.011737943935900663
GDI2,I,0.051564524089173655,0.01844427777265263
GDI2,II,0.06990479533376259,0.006361797700218237
GFM1,I,-0.17215293893591216,-0.047129632747261334
GFM1,II,-0.14144167523285972,-0.0660259844180098
GGCT,I,0.19596225090505368,0.06179948825190023
GGCT,II,-0.39230136477256616,0.04394969974266546
GLG1,I,0.29479016813245484,0.16025648442555784
GLG1,II,0.0840199145680689,0.15372637546719048
GLO1,I,-0.2874992293700695,0.003808464789682758
GLO1,II,-0.2217308739079229,-0.17098888336329665
GLOD4,I,-0.15756366785503065,0.03326675209171885
GLOD4,II,-0.06984142096682855,0.08768436717788886
GLRX,I,0.17013386218110962,0.1703238846181638
GLRX,II,-0.18974684418295618,-0.0361217635121176
GLRX3,I,0.26583603785482424,0.08182115282630188
GLRX3,II,0.18109023810755742,0.11617735242110827
GLRX5,I,-0.3311773166684048,-0.3145829352171465
GLRX5,II,0.11803803269446878,-0.1730735089609614
GLTP,I,0.8039904794156421,-0.0907703304350498
GLTP,II,0.05575587232770237,1.5382380313167356
GLUD1,I,-0.23335502345897322,-0.0964255560976624
GLUD1,II,0.13166234224585538,-0.10145731101711657
GLUL,I,0.3579913663067291,-0.06224332638997362
GLUL,II,-0.4003681938119725,-0.30583127161395013
GMFB,I,0.17581667781587088,0.09924973464637128
GMFB,II,0.43934617272016396,0.15610489674702555
GMPR,I,-0.22081812710523105,-0.13550631811609853
GMPR,II,-0.05988152295817817,-0.012608611394468857
GNA11,I,-0.02578169346042663,0.02184082103951673
GNA11,II,0.07292060779623055,-0.02481258772210171
GNAI2,I,0.4087148160242136,0.14609059407378175
GNAI2,II,0.3175010745697924,0.10898146702124538
GNB1,I,0.1595147168506456,-0.009737023139507528
GNB1,II,0.17140548638721564,-0.141916704296052
GNB2,I,-0.020977516350439984,0.10959307382874797
GNB2,II,0.26967293084663346,0.14213450513036835
GNB2L1,I,0.2506464279195611,-0.09769757603120223
GNB2L1,II,0.12831053314908303,-0.04692057204159994
GNG11,I,-0.2894251050161471,-0.11216887326915553
GNG11,II,0.5733800120113797,0.009007470306230983
GNG12,I,0.49551479976760326,0.2556562358773091
GNG12,II,-0.0046372287572229,0.44950786309918156
GNPDA1,I,-0.011454454358054176,0.04020066372615757
GNPDA1,II,-0.00502923957448731,-0.04622324036797713
GORASP2,I,0.16901738761016283,0.1548444462748409
GORASP2,II,0.290784648226448,0.1078605930923399
GOT1,I,-0.29486327616378005,-0.10433855959973407
GOT1,II,-0.17763404885237266,-0.16535108229990492
GOT2,I,-0.33040853308713886,-0.1318308561026655
GOT2,II,-0.190156777030551,-0.40370238933827185
GPD1,I,-0.3242579613114823,0.08553120272927309
GPD1,II,-0.25122893455743656,-0.038392015360985056
GPD1L,I,-0.2901072451441052,-0.06638325769194828
GPD1L,II,-0.020135693235048935,-0.16644069198311065
GPD2,I,-0.30682513542011336,-0.033940786752945554
GPD2,II,-0.32896663767884293,-0.13058498088399043
GPHN,I,-0.21572401740936215,0.06087618121512
GPHN,II,-0.053629373023454496,0.07519153212108742
GPI,I,-0.11815857681221839,-0.009618522352907414
GPI,II,-0.12862127176883797,-0.1210163188354878
GPS1,I,-0.2953145598380115,0.07000929926466881
GPS1,II,-0.06500171661826672,-0.08505302410835226
GPT,I,-0.3141876099073172,0.042918996165836956
GPT,II,-0.17942766636535046,-0.05629268208262402
GPT2,I,0.045665509787502244,-0.2039867391101414
GPT2,II,-0.16832972658705936,-0.14855316014704986
GPX1,I,-0.18314826928192396,-0.18261480266752203
GPX1,II,-0.09469264150041279,-0.08295431987869788
GPX3,I,0.09784688972140135,-0.2570439915316527
GPX3,II,-0.22870571663662131,-0.1849574525416875
GPX4,I,-0.17675178926583893,-0.048219186555324055
GPX4,II,-0.032159128418172145,-0.07973054716100991
GPX7,I,-0.72735387527270845,0.0044183558936836675
GPX7,II,0.01834453271051058,-0.31894647525754777
GRB2,I,0.13529604813470059,0.07873281569389252
GRB2,II,-0.058102827991629136,-0.015564974198653214
GRHPR,I,-0.1612161730943534,-0.06805290062902454
GRHPR,II,0.059579750627091865,-0.06587351316159351
GRPEL1,I,-0.16816739506767217,0.12381856754333306
GRPEL1,II,0.008968932436744348,-0.002589922811647938
GRSF1,I,-0.13618605104284973,0.07793857641149976
GRSF1,II,0.019932515366951026,-0.19844875884699578
GSN,I,0.6116530353568742,0.20246302825444437
GSN,II,0.450112802205094,0.40981653502171084
GSPT1,I,0.24273963248202943,0.03502822793370264
GSPT1,II,0.11359635096636889,0.06280205374576535
GSR,I,0.00699005458505475,-0.13586088286410047
GSR,II,0.15586295956422802,0.009054878313490722
GSS,I,0.21564460188336249,0.05646249594720555
GSS,II,0.1680146087114769,-0.06539886217253921
GSTK1,I,-0.17186183522953083,-0.012593825893392982
GSTK1,II,0.13690565794427134,-0.19782346144424587
GSTM1,I,0.13842779623982823,0.16868680738661154
GSTM1,II,0.05831724152795168,-0.02667856820339181
GSTM2,I,-0.1577699315650192,0.031323644455198155
GSTM2,II,-0.00519593546009034,-0.04031702259585194
GSTM3,I,-0.11112795066057325,0.010114233483934826
GSTM3,II,0.09861132432792385,0.02085237517282253
GSTO1,I,-0.20287823489034856,-0.007614690379552869
GSTO1,II,0.03756707761420519,-0.04936187112961976
GSTP1,I,0.1340917663607308,0.013198230480244232
GSTP1,II,-0.137492603171681,-0.03778218810555378
GSTT1,I,-0.27710917440303895,0.06285083073344598
GSTT1,II,-0.17567303609611185,-0.044675158594862555
GSTZ1,I,-0.39112539617897596,-0.23674665772513492
GSTZ1,II,0.11413693725237432,0.024118086473225848
GUSB,I,0.3759700453606157,0.22090670454708958
GUSB,II,0.2021717588679388,0.370065419974605
GYG1,I,0.003646611481136018,-0.3220890818569314
GYG1,II,-0.009087525882355285,-0.08858651478808384
GYS1,I,-0.02757441927938434,-0.0727041676314431
GYS1,II,0.07119409538342936,-0.08532774746969096
H1F0,I,3.7113303176156923e-4,0.11933350903332961
H1F0,II,-0.022386662148117242,-0.11901342908931396
H2AFY,I,0.19918092441824115,0.0017427570710611534
H2AFY,II,-0.2606862275512243,-0.07128421963287297
H2AFZ,I,-0.05384906250285981,0.1919602456499689
H2AFZ,II,-0.4148942950294077,0.1387943486949737
H3F3A,I,0.47232854903488575,0.19304821092345528
H3F3A,II,-0.05429895822820696,0.1959513559401711
H6PD,I,-0.28981090527330977,-0.32321121311441214
H6PD,II,0.15608440163960213,0.16132952551444937
HACD1,I,-0.07598702532407753,-0.053156675525283796
HACD1,II,-0.2619673376133038,-0.010426491869692356
HADH,I,-0.3634453056627258,-0.030424901314817385
HADH,II,-0.013189467463183835,-0.43855141102277484
HADHA,I,-0.25325820001431765,0.004652258492712873
HADHA,II,0.023454412039825234,-0.20269211266360868
HADHB,I,-0.26071080591983226,-0.014018427251000203
HADHB,II,-0.030904670049971328,-0.1935394465876792
HAGH,I,-0.3117864159940681,-0.034021344526865574
HAGH,II,-0.07923018952968786,-0.0759412605984912
