s_1;s_2;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;s_20;s_21;s_22;s_23;s_24;s_25;s_26;s_27;s_28;s_29;s_30;s_31;s_32;s_33;s_34;s_35;s_36;s_37;s_38;s_39;s_40;s_41;s_42;s_43;s_44;s_45;s_46;s_47;s_48;s_49;s_50;s_51;s_52;s_53;s_54;s_55;s_56;s_57;s_58;s_59;s_60;s_61;s_62;s_63;s_64;s_65;s_66;s_67;s_68;s_69;s_70;s_71;s_72;s_73;s_74;s_75;s_76;s_77;s_78;s_79;s_80;s_81;s_82;s_83;s_84;s_85;s_86;s_87;s_88;s_89;s_90;s_91;s_92;protein;gene
82993,5;104524;71849,89844;NaN;43889,19922;71822,60156;54251,10156;35073,5;91766,60156;53811,80078;47155,5;66509,60156;87773,10156;86000,20313;75602,79688;61986,19922;76646,29688;70894,79688;57903,10156;38385,60156;78416,20313;60114,89844;91176,39844;60292,69922;105728;83640,10156;80459,29688;67316,39844;98838,39844;86938,70313;85385,39844;82474;95360,89844;55448,89844;97686,5;69204,29688;100623;78519,29688;59621,19922;52797,30078;49508,80078;48520,80078;68230,29688;63876,5;84291;69849,10156;49290,10156;43206,5;92722,29688;65172,19922;70677,60156;40663,19922;52648,69922;17010,19922;75159,79688;17897;79827,60156;50454,30078;82558,10156;55846,60156;32559,5;29304,09961;67356,20313;53795,30078;83139,29688;47166,19922;70857;20684,40039;85158,89844;72102,5;90060,89844;49901,39844;74201,10156;44933,39844;32403,59961;22617,40039;66916,29688;41191,10156;43699,39844;42646,10156;63876;31152,59961;49368,69922;26202,30078;84712,89844;70909,39844;78419,60156;65195,30078;101763;68007,5;44148,60156;29055,19922;O43676;NDUFB3
126757;154098;111839;NaN;116184;133404;109147;79282,5;166494;89556,79688;125448;110537;174627;173809;144639;162063;160697;150402;96189,70313;73323,10156;162625;131944;138723;119435;209730;118368;111683;122694;188279;141886;138081;128460;224065;146874;220392;140710;204906;139515;163623;122284;173323;117806;163389;121118;140308;142820;130645;134521;146991;138509;140548;102088;103058;80693,79688;146805;74399,39844;144746;123018;186298;152445;61468,80078;75086,5;72396,60156;90841,79688;137013;107571;129143;68211,70313;193804;163384;134300;130991;155223;87460,29688;115100;56311,89844;83409,39844;123596;118983;120360;132662;89591,5;159213;108783;194494;153571;183075;152444;130343;137182;68375,70313;72216,20313;O95168;NDUFB4
24147,59961;18154,5;14491,7998;120628;10195,5;16817;13059,2998;7277,419922;25494,09961;11816,5;16704,90039;16470,30078;19973;15395,7998;19038,19922;11212,5;23846,19922;15309,5;17430,09961;11316,90039;22811,5;16685;18053,19922;10980;27669,90039;17238,40039;22674;17881,80078;27319,80078;23605,90039;22131,80078;18413,5;26661,90039;14181;29319,69922;15195,40039;31990;20642,90039;18923,30078;13177,7002;11942,7002;14910,40039;18368,5;15030,5;16633,19922;15606,5;18948,5;15087,5;19224,80078;12593,59961;16117,7998;11084;12396,7998;9286,030273;16090,2002;6183,100098;15374,90039;12074;23403,30078;16942,90039;7638,390137;6918,990234;16461,69922;14050,7002;23809;13984,5;17689,09961;7880,149902;29220;19610,09961;26678,90039;13950,2002;24421,59961;13452,59961;13581,90039;8613,120117;15582,59961;10695,40039;11753,90039;11457,90039;21911,19922;8113,410156;13703;8445,650391;26342,19922;17595,69922;21055,69922;18385;27072,30078;22932,19922;13096,90039;7939,430176;O43674;NDUFB5
28459,80078;23947,80078;27775;NaN;13884,5;24895,69922;20407,19922;11349,7998;36976,80078;15203,90039;22804,40039;20357;44891,60156;21600,69922;32444,5;25432,59961;23270,30078;17404,69922;18853,30078;13475,2002;16890,80078;21454,19922;28161,40039;21726,19922;43782,80078;24106,09961;25326,69922;17347,80078;35754,30078;33416,69922;33900,30078;25729,59961;36651,10156;24756,69922;39695,39844;21407,30078;40981,80078;29754,5;27048;21598,5;31465,09961;25181,40039;27512;33625,80078;46421,69922;27881,90039;29629;24554,40039;46341,60156;16923,59961;37899,30078;19895,59961;32072,90039;20244,09961;35324,80078;15306,7998;30373,09961;25680,59961;34414,60156;27028,30078;17718,59961;16722,59961;29570,09961;23550,40039;25880,80078;25558;27265,40039;13100,5;37204,69922;33460,39844;36347,89844;29936,30078;24280,5;14045,7002;14133,7002;9813,55957;33144,60156;19159,09961;23369,30078;23255,90039;24586,40039;16080,90039;20380,40039;19573,19922;33261,60156;33232,19922;29976,69922;25610,09961;40256;26169,40039;17378,40039;13368,09961;O95139;NDUFB6
23074,19922;17309,40039;17573,90039;NaN;12863,5;20597,19922;20864,30078;9498,860352;23245;18415,30078;23278,69922;19472,80078;24167,30078;25955,40039;21865,19922;26841,30078;32884,39844;28060,5;18889,59961;12237,2998;28159;26476,19922;17348,30078;27747;19694,5;24307,69922;21971,30078;21361;23357;18080,69922;19753,09961;25501,90039;28753,40039;21389,69922;30894,09961;26875,59961;24739,69922;25958,5;25766,09961;23470,09961;35239,19922;23636,19922;24826,80078;24466,30078;23507,90039;26904,80078;18915,69922;20340,80078;27674,09961;36531,80078;32118,69922;17951,90039;25532;16485,40039;31429;14966,59961;36298,19922;20650,19922;28005,19922;22217,5;23487,80078;19089,19922;18350,59961;17276,30078;31081,80078;20146,80078;29320,30078;14755,2002;30740,59961;26869,69922;24415,09961;17917,80078;23125,5;16434,69922;14904,2002;7790,390137;27332,59961;27141,09961;25155,59961;26381,19922;25170,09961;15685,09961;27034,5;18374,59961;33249,39844;23161,69922;28418;25935,5;25818,5;25275,5;7055,509766;13659;P17568;NDUFB7
47866,80078;48440,30078;55107,80078;NaN;38411,19922;41067,89844;36581,5;27292,90039;58381,69922;37680,39844;50338,5;35576,19922;61163,39844;65790,39844;54205;61447,10156;57886,60156;55704,30078;35269,80078;24010,69922;57545,80078;43777,80078;51068,89844;47221,89844;70925,79688;44736,5;41396,5;32576,19922;64872,5;61071,30078;59530,39844;56775,19922;81505,10156;55537,60156;81780,5;55793;82241,70313;58221,60156;63778,89844;39221,5;75393,79688;64630,5;72548,20313;56427,60156;46118,30078;55629,10156;49870,69922;47383,39844;67918,29688;41479,5;61316,10156;46997,30078;63162,89844;39469,69922;64928;30737,90039;61657,30078;57286,5;63708,10156;52401,89844;50022,69922;41473,30078;46506,10156;37365,5;51546,5;45520,39844;61208,60156;26764,30078;67883,39844;59941,10156;64464,69922;43477,5;61930,30078;44692,19922;36581,30078;21792,59961;54043,39844;58010,5;48967,89844;50987,39844;52888,69922;36378,19922;61476,10156;48167,89844;68751,70313;63511,30078;69043,89844;58014,89844;61676,80078;55205,39844;32509,80078;33537,69922;O95169;NDUFB8
206693;185798;148991;NaN;155203;142441;122641;76467,5;150080;128129;116102;134742;150839;201077;167140;175826;149857;186820;108541;89069,70313;174934;157012;183277;162676;190066;166748;139101;135790;209080;193717;168543;183340;195543;163021;193809;178121;217369;158687;166602;135489;147369;138868;168855;160366;166506;192265;124062;143746;193758;176003;185630;144669;172202;93475;206874;67799,70313;197873;135714;196920;174971;140927;133028;156402;130799;192397;152826;198490;87997,89844;257461;207536;215060;134732;199502;149042;94058,89844;69747;218986;154843;154935;161081;185479;121318;150237;111895;253401;204659;207571;179193;266197;182204;91395,20313;90267,39844;Q9Y6M9;NDUFB9
NaN;10865;9354,389648;NaN;2264,080078;10210,2998;7974,799805;4860,589844;9667,959961;5635,459961;8052,629883;5976,080078;10376,09961;10244,5;8694,290039;9315,790039;9456,860352;7554,529785;5616,709961;4295;9471,709961;5867,169922;8191,02002;6774,25;9806,070313;5314,319824;6942,680176;6851,890137;10949,7998;6717,47998;6871,5;4903,649902;11016;6156,759766;11501,5;4322,27002;12351,2002;6774,25;7660,290039;6417,109863;7340,049805;4358,77002;5564,439941;2609,47998;5590,77002;NaN;4852,220215;4047,629883;6561,209961;4923,529785;5351,509766;3113,149902;5442,620117;918,21698;6001,100098;1797,380005;7693,390137;4381,220215;10138,2998;3730,689941;1781,959961;2257,909912;2956,340088;4430,810059;7617,740234;4544,399902;6199,850098;2645,219971;13194,2998;8293,459961;8668,620117;4126,160156;6388,830078;4808,799805;6264,27002;2246,449951;6400,430176;5855,060059;7929,390137;6585,459961;7171,609863;3727,97998;5063,220215;5506,109863;11822,5;6619,359863;8015,359863;6816,660156;4116,089844;5274,640137;3418,77002;2013,060059;O43677;NDUFC1
23365,40039;23945,59961;15027,2002;NaN;14824,40039;13758,59961;11526,59961;7514,75;18876,69922;12270;17113,09961;13457,59961;16342,5;17187,30078;15238,2002;16902,5;16696,69922;19312,69922;13110,2998;11173,59961;19174,40039;13624,7002;13946,59961;12766,90039;21887,40039;16296,09961;12509,7002;14979,2002;20405,69922;20537,5;14370,5;19334,09961;18238,90039;16162,2998;25553,09961;15856;25368,40039;17972,59961;16636,09961;15576,7998;17043,40039;14840;15661,5;14978,40039;21928,09961;20366,40039;19008,80078;17476,5;23718,5;35263,60156;20357,40039;10945,09961;14137,2002;6849,660156;18780;7242,879883;17501,40039;12298,09961;25755,80078;21525,90039;12911,40039;8447,30957;18072,90039;17505,30078;25730,19922;16209,40039;19098,69922;7928,560059;32892,5;18286,5;26335,30078;13546,09961;23859,40039;13836,5;16446,80078;10756,59961;18925,19922;15149;15698,5;14904,2002;22726,80078;10368,40039;15860,40039;11764,90039;27235,19922;18324,09961;20271;19611,09961;25259,19922;20671,5;14869,2998;8712,269531;O95298;NDUFC2
278276;236358;240497;48547600;208908;272307;205477;144291;308976;185851;239501;201912;306376;303271;284700;299080;271037;244724;180999;106481;272258;179167;285904;222775;313322;196799;198236;183989;322237;273210;260493;235338;372957;258163;340937;232395;352965;244496;268716;205429;323567;233536;291385;224596;256631;274964;246529;212232;314602;229017;269500;188252;267548;146781;296233;127875;272127;222952;308596;223361;208257;184528;207596;168029;254893;210682;299636;130912;317062;315774;291914;222928;242133;182473;166391;101448;265498;262563;219884;224560;253950;160035;280806;188149;325144;291455;315789;279964;276950;231773;162402;154209;P28331;NDUFS1
47776,10156;54685,10156;47164,5;NaN;45154,80078;44556,60156;41336,5;30665,90039;58557,30078;34375,5;48303,19922;41926,30078;60233,30078;67675,89844;58113,19922;62245,69922;44706,80078;47535,10156;32847,80078;26524,80078;55149,30078;35536,19922;48658,89844;51762,80078;59211,39844;48180,5;46452,89844;41311,60156;64731,5;59805,69922;59089,19922;50064,5;69754,70313;52647;64423,19922;55349,5;65818,29688;48571,89844;53907,5;51871,19922;65479,60156;50927,5;59278,5;43264,60156;49923,19922;55446,39844;44769,30078;40480,39844;55449,5;47357,39844;67565,89844;41308,69922;53352,39844;27998,5;46733,80078;30381,19922;51802,30078;44149,80078;57324,89844;44737,5;32175,5;39898,10156;40650,19922;38134,69922;48890,89844;44511,5;50885,80078;26880,69922;67097,39844;64441,5;51350,19922;42204,39844;48467,30078;38828,39844;37687,80078;23899,5;58107,69922;59041,69922;45275,10156;48602,30078;48517,19922;35507,60156;52168,69922;38062,10156;61683,69922;55666,60156;58266;53383,19922;49713,69922;46010,39844;19396,5;32374,40039;O75306;NDUFS2
19121,80078;18562,59961;18995,19922;NaN;16620,09961;21482,59961;16420,5;12023,7998;24093,09961;13216,2998;18821;15827,09961;24754,40039;21090;21999,90039;22879,90039;20127,40039;19840,59961;15979,2002;9553,19043;20227,80078;15297,59961;20911;18199,59961;24445,5;15793,09961;16346,2998;13881,09961;24993;22380,90039;19282,30078;18458,40039;28473,80078;20765,80078;27042,69922;18295,59961;26477,5;19631,59961;20972,59961;17042,19922;25130,5;20091,40039;22158,69922;18677,90039;16360,40039;20204,59961;18789,80078;16449,59961;25230,90039;16866,30078;23407,40039;13616,59961;18378,40039;12013,2002;20990;8790,009766;18869,19922;15774,90039;21326,19922;17488,59961;16884,19922;13316;17126,5;12833,90039;17156,59961;15054,2998;20528,40039;9420,070313;24126,09961;22368,30078;19475;16760,30078;19062,09961;12308,2998;12144,7998;6592,040039;18890,59961;17147,40039;15229,59961;16940,19922;17824;12431,2002;19158,59961;15478,5;24912,40039;21721,90039;24068,90039;19902,59961;21035,5;17002,80078;9480,530273;10643;O75489;NDUFS3
46143,60156;31564,90039;31264,30078;NaN;22310,80078;45583;35360,69922;23391,40039;38396,89844;23810,5;39460,69922;32072;45058,89844;52082,60156;44533,5;53567,69922;38732,10156;37769,80078;23433,59961;14875;40563,30078;38107,19922;46889,69922;36000,5;58887;33164,30078;25424,5;28809;38731,10156;42074,39844;35997,30078;42790,5;67257,20313;45615,30078;78695,5;35006,80078;72033,10156;40279,19922;45089,80078;36429,89844;46631,30078;28619,40039;32086,90039;29851,30078;44565,19922;50596,80078;54350,10156;34271,60156;47133,39844;41609,19922;39375,5;23572,40039;29524,90039;21469,30078;22893,19922;20180,30078;32708,09961;35770,60156;39476,39844;32305,40039;25934,59961;20434,30078;22060,90039;25724;34787,80078;34418,69922;29976,5;16159,7002;53881,80078;33599,69922;32058,5;29606,30078;31712;24069,5;32005,5;16291,09961;37698,19922;43411,19922;38579,60156;37864,30078;45578;24016,30078;45142,80078;28024,19922;53322,30078;43401,69922;34214;46947,10156;42939,10156;31136,80078;25531,59961;18445;O43181;NDUFS4
118196;110069;116219;NaN;105975;104427;113644;60648,39844;145214;79243,60156;132876;91161,10156;137224;144330;128689;166660;119202;95386,10156;71314,89844;48564,69922;116840;97127,70313;122016;93552,70313;176732;100628;110432;84717,20313;152068;119126;130409;101936;186720;106870;178170;113253;167263;134649;147143;104096;189346;121816;119830;105352;125361;119708;106835;86179,70313;157612;120734;154151;102597;118922;91093,29688;142019;76882,29688;137252;93728,89844;159767;126096;106724;85936,89844;113268;93694,60156;129790;100846;154462;53776,69922;135778;119327;125632;95821,60156;129686;82364,5;80592,60156;43707,60156;127136;113923;113335;96921;112848;71270,10156;134857;74510,60156;154224;107604;141572;112280;135460;100383;42362,10156;59644,10156;O43920;NDUFS5
33141;28888,09961;40474,80078;NaN;37226;40908,10156;35596,10156;24034,19922;48863;25682,80078;41724,80078;35936,60156;40591,39844;47632,10156;39028,5;56650,69922;37010,39844;37483,80078;26914,69922;14105,59961;35139,5;30458,19922;41305,39844;37757;49295,89844;34364,89844;33625,69922;27209,80078;37859,80078;39183;43116,80078;39449,60156;64182,39844;43197,80078;51300,80078;45700,5;43411,19922;37172,19922;42629,60156;31056,19922;57192,69922;33635,5;48119,19922;32328,80078;38629;52934,69922;35741,19922;27862,90039;51289,60156;45243,30078;63298,19922;34744,19922;56677,69922;32248,5;50593,30078;26147,59961;52089,69922;33228;48393,60156;32554,5;42577,30078;30815,69922;30658,69922;27338,19922;44505,30078;24567,09961;47792,5;23108,59961;44430,5;33226,30078;39068,30078;25686,09961;31757,69922;31662,30078;27088,5;14054,5;55941,69922;55582;38601,19922;36359,5;39064,39844;31710,90039;46056,30078;28788,40039;46988,5;45323,19922;49755,60156;36643,89844;51660,60156;35135,69922;18881,59961;21804,40039;O75380;NDUFS6
30865,09961;31770,90039;23488,5;NaN;12762,40039;30022,19922;25838,80078;19182,09961;31563,40039;22254,09961;31834,59961;31751,59961;35936,89844;33253,60156;40066,89844;40078,39844;32322,40039;25739,90039;20995,09961;13453,90039;30874,69922;24228,30078;34865,19922;31984,5;43652;28919,19922;21462;27952,19922;40651;33927,10156;29042,59961;34616,30078;49304;41251,5;44716;33751,60156;47619,39844;31195,09961;40274,30078;28022;40733;34091,10156;42468,80078;30430,19922;31706,80078;42353,60156;35219,5;37411,30078;41342;32457,30078;43198,39844;22654,30078;33509,19922;16057,7998;44405,89844;17359,59961;34923,19922;31929;42405,5;34374,39844;24416,30078;23541,19922;28252,80078;21795,09961;36389,80078;27720,90039;40808,39844;19633,40039;48320,80078;46351,19922;43840,80078;26668,59961;33569,39844;25165,80078;26657,19922;15935,7998;41382;36384,60156;31176,19922;36733,80078;37411,39844;24727,80078;40777,39844;28847,40039;47954,80078;39172,69922;42579,10156;39547,19922;42379,80078;32925,80078;23742,90039;18732,69922;O75251;NDUFS7
20747,40039;14836,59961;15859,7998;NaN;13266,7002;19117,5;13590;11182,7998;20930,5;10835,2998;16418,19922;11764,5;23591,40039;18898,40039;20782;21701,69922;15236,59961;17227,5;12818,2998;7081,77002;15643,40039;13856,7002;18677;13510,90039;22261,40039;12778,7002;14010,90039;12021,5;23481,59961;16478,80078;15714,09961;15212,40039;22982,59961;17535,69922;24646,40039;16642,30078;24478,09961;16320,2998;19574,90039;14625,90039;23983,59961;13435,2998;20129,19922;16674,90039;23914,40039;16154,40039;20615,19922;18101,90039;25343,69922;18341,5;21759,19922;12361,7002;19184,69922;10680,2998;23197,59961;10719,09961;19664,40039;15840,5;22028,90039;13796,2998;19467,30078;13777,7002;16566;10038,2998;17690,30078;12279,90039;21394,09961;8485,849609;25815,80078;18487,09961;22759,5;13974,40039;18282,09961;10203,7998;13469,90039;6468,720215;18979,69922;15478,2002;13907,2998;18368,30078;19991,30078;12332,2998;22666,80078;15869,5;23632,30078;21139,30078;22942,80078;21833,90039;20073,09961;14342,09961;8754,910156;11092,7998;O00217;NDUFS8
113453;94345,79688;94504,89844;NaN;86854,5;96031,39844;95252,79688;57890,69922;127814;71062,89844;85672,39844;90306,70313;119417;123449;107236;131605;104460;89635,89844;66728,79688;43787,5;115547;74905,29688;114861;105691;134307;98810,5;80989,39844;70203,39844;130209;115302;115326;108843;155394;120792;145721;109678;143251;95912,10156;119940;89313,70313;123394;98429,89844;122856;100010;115670;124470;101501;92804,70313;115900;112334;146547;86049,29688;112337;79847,29688;124385;74877,79688;110398;94347,5;120427;97672;83401,5;83608,10156;73614,29688;75797;111934;93105,5;116087;64481,89844;139015;114484;116055;92618,5;101226;76815,5;69047,79688;40412,5;123716;131040;100361;101981;96443,79688;77770,20313;114905;77038;127966;111977;122056;106315;118737;89462,5;62585,89844;55544,69922;P49821;NDUFV1
100610;108992;94605,20313;NaN;66124,39844;102836;85759,89844;63902,10156;119418;74583,89844;99369,39844;81331,29688;123882;143785;117148;123838;109800;110939;65481,19922;49545,60156;111901;92825,10156;107358;99585,10156;121891;89515,5;81794;92716,79688;129958;115902;101231;104630;142033;110185;147347;102803;143242;102630;115037;86793,29688;146428;105157;116711;92505,89844;102379;121700;107694;95404,20313;114306;91824,5;104478;74677,89844;95758,10156;70373,79688;118516;70740,39844;108685;105253;116779;106052;87482,60156;87849,39844;68788,10156;65358,69922;87547,70313;85617;102992;55389,19922;118735;132287;98035;87671,60156;89862,20313;74961,10156;58632,80078;42768,89844;88085,39844;122473;78963,70313;101749;97291,79688;71434;99055,20313;85794,20313;117688;126981;111039;113842;88608,89844;98303,39844;60534,89844;60665,89844;P19404;NDUFV2
23324,80078;27378,80078;21807,40039;NaN;19235,69922;24412;16422,5;14336,5;19893;14537,90039;12895,09961;17277,5;27091,5;33123,10156;19615,5;32189,30078;18420,40039;27837;14711;11642;17535,59961;21578,90039;36954,80078;30286,80078;28329,90039;26649,69922;17013,90039;8044;21231,69922;26774;35653,19922;37353,19922;48334,30078;34594;39158;30646,59961;40221,39844;32396,80078;24064,30078;25482,69922;33189,5;22146,09961;27792,80078;31309,40039;29527;28918,09961;19150,69922;14892,40039;23468,59961;25378,80078;30601,5;26376,90039;21980,5;20191,59961;24850,5;17125;31453,40039;34862,19922;27290,69922;29817,80078;27270,09961;24662,59961;20176,09961;19938,5;29034,5;24790,30078;32102,40039;13103,09961;30445,69922;32103,59961;28994;32793,69922;19700,69922;20090,90039;18133,59961;8326,94043;34298;37713,19922;33111,30078;30184,40039;14968,2002;20665,59961;25777,5;17784,69922;26132,5;30553,5;32139,80078;23840,59961;29597,5;23508,80078;7369;13475;P56181;NDUFV3
386075;312829;393960;1911590;305678;322028;239860;102172;430663;528346;259055;332389;536694;197461;384074;160033;432585;207168;446903;213845;248979;341524;273902;187891;258155;255904;395041;177699;334699;415234;280852;201382;211799;283020;261762;312850;254852;358478;234584;167719;216117;419964;381749;539479;341081;319742;235440;274618;521849;310738;271846;245104;362724;502467;371128;396661;386684;369873;285280;312994;367399;263946;431663;318815;375602;346899;442894;381580;335883;337554;519743;513676;248099;276234;185551;179992;413555;211308;224555;178119;298997;274072;249323;223355;276697;226418;285200;213649;440701;391947;297732;229143;P20929;NEB
