s_1;s_2;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;s_20;s_21;s_22;s_23;s_24;s_25;s_26;s_27;s_28;s_29;s_30;s_31;s_32;s_33;s_34;s_35;s_36;s_37;s_38;s_39;s_40;s_41;s_42;s_43;s_44;s_45;s_46;s_47;s_48;s_49;s_50;s_51;s_52;s_53;s_54;s_55;s_56;s_57;s_58;s_59;s_60;s_61;s_62;s_63;s_64;s_65;s_66;s_67;s_68;s_69;s_70;s_71;s_72;s_73;s_74;s_75;s_76;s_77;s_78;s_79;s_80;s_81;s_82;s_83;s_84;s_85;s_86;s_87;s_88;s_89;s_90;s_91;s_92;protein;gene
10319,5;15221,2998;14378,40039;NaN;11099,2998;11689,09961;10163,7002;8200,94043;11287,09961;9977,839844;9478,25;9960,139648;13065,2002;15289,7998;17300,40039;15458,2998;11558;16518,69922;8502,360352;9334,860352;10554,59961;10740,5;13343,40039;13124,7002;12111,2002;13556,40039;9669,900391;8367,44043;13447,90039;14395,7002;12873,40039;18009,80078;12365,90039;12445,09961;11397;6274,819824;13151,7002;13091,09961;10394,7998;11582,7002;9510,629883;9316,080078;9402,540039;12420,2002;11202,09961;9678,509766;10790,09961;13747,40039;11455,59961;10620,09961;10912,09961;8460,719727;11570,09961;8744,410156;14694,7002;8834,169922;13771,40039;13119,7002;14523,2002;13199,5;10584,2002;9005,879883;7450,390137;8370,320313;12933,5;8907,780273;13344;6894,450195;13094,7002;14755,2998;11492,7002;9138,919922;10856,40039;8386,040039;6591,72998;3989,850098;6926,410156;11352,7998;9088,889648;9921,94043;10500,5;8084,189941;11727,09961;9674,660156;12098;12873,2998;11528,2002;10883,59961;10630,5;10492,5;8135,180176;5865,439941;Q6P587;FAHD1
5546,049805;4682,200195;10139,40039;NaN;10420,90039;6657,790039;11116,40039;6959,5;8913,400391;3863,320068;8394,660156;6946,919922;9740,120117;7931,819824;9985,860352;12470,7002;7827,129883;6496,439941;5799,029785;5599,660156;3743,699951;3577,01001;4956,930176;4789,569824;13470,7998;8207,099609;12103;6407,379883;9701,450195;7246,029785;9187,269531;7815,569824;12687,2998;9013,669922;11673,59961;7301,759766;10043,2998;7316,620117;11677,09961;7959,959961;11166;7626,299805;9454,360352;9499,089844;14393,90039;11462,59961;13215,7998;8926,089844;11942;9195,769531;12878,90039;8615,160156;14525,5;10758,40039;13082,09961;7564,27002;14675,5;9402,650391;15897,90039;9091,379883;11297,2002;9413,589844;9427,330078;6824,509766;13261,7998;8817,120117;14000,40039;6357,910156;11964,7002;8536,780273;10867;7241,089844;7464,470215;5572,049805;9261,530273;6235,350098;12326,59961;10708,7002;14888,7998;9642,889648;9318,820313;7610,259766;14792,2998;8329,360352;10034,09961;9579,370117;10014,40039;7434,689941;10505,59961;7572,290039;6234,790039;7725,859863;Q96GK7;FAHD2A
1419,040039;NaN;1244,630005;NaN;1811,599976;1247,670044;1431,890015;2047,939941;1566,310059;1272,560059;2533,340088;1179,329956;2354,02002;1543,199951;1494,869995;1645,97998;3237,389893;NaN;1254,329956;1673,47998;954,7579956;1542,369995;2112,76001;1226,689941;2488,26001;1630,050049;2086,840088;1311,709961;2664,570068;1349,540039;2865,070068;1404,189941;1374,939941;2599,709961;2686,77002;2241,290039;2377,340088;920,0009766;1420,97998;843,4500122;1604,890015;2359,77002;3392,590088;2764,929932;1677,25;1925,98999;3520,939941;1782,73999;2815,310059;NaN;2701,449951;1992,709961;1839,969971;2529,73999;3152,159912;3876,780029;2154,790039;2154,929932;2479,01001;2968,709961;2701,73999;2059,159912;2463,590088;2463,590088;2196,439941;2839,679932;2930,159912;2486,419922;2757,540039;2442,48999;3212,98999;2006,420044;1898,209961;2029,189941;2365,47998;2336,850098;2741,52002;2589,570068;3248,689941;2742,139893;2780,100098;4016,189941;2884,879883;3437,73999;3208,110107;2875,340088;2444,47998;3770,919922;2284,76001;2563,810059;1726,030029;4452,390137;Q9NRY5;FAM114A2
1992,910034;2071,580078;1674,160034;NaN;3177,350098;2564,860107;3691,300049;3843,52002;2512,47998;NaN;2213,360107;2538,050049;4237,299805;2381,629883;2702,300049;3291,689941;3094,120117;NaN;3125,600098;2723,610107;1869,02002;NaN;2381,669922;2385,73999;3162,110107;2298;2945,790039;3081,51001;3052,879883;3273,469971;2103,090088;2104,120117;2105,149902;2813,110107;NaN;2600,399902;3348,030029;NaN;1709,880005;2073,280029;3058,76001;NaN;3581,830078;2839,629883;3237,280029;2372,679932;3011,570068;2490,709961;NaN;NaN;3377,26001;2598,870117;2975,290039;1860,48999;3250,209961;1812,040039;2953,149902;3173,780029;3152,889893;2417,959961;2506,399902;2622,97998;2544,610107;2861,159912;2904,5;1952,540039;3836,709961;NaN;2995,47998;2191,98999;2820,73999;2326,280029;3091,699951;1443,339966;3067,870117;NaN;2793,649902;2437,27002;2610,110107;2034,390015;NaN;2608,820068;3097,219971;1801,469971;3923,27002;2142,810059;2893,919922;1962,910034;4280,629883;NaN;4247,560059;2674,199951;Q9NZB2;FAM120A
2520,169922;7994,040039;4117,189941;NaN;4421,089844;2587,820068;1836,040039;2325,26001;2506,48999;4366,009766;2183,459961;4648,220215;NaN;5590,259766;2691,47998;3416,060059;NaN;4372,649902;2916,679932;2163,889893;614,7479858;3483,800049;2581,959961;4003,399902;1616,77002;6274,52002;2068,800049;2938,98999;1743,410034;4860,72998;2222,639893;6972,359863;1721,650024;4224,299805;NaN;4010,780029;943,1049805;3572,929932;1546,75;3753,139893;1785,199951;7221,720215;NaN;6569,419922;1748,699951;2775,409912;1524,420044;2947,25;1233,089966;2303,719971;2674,080078;5600,5;NaN;4280,450195;750,9860229;3908,419922;2617,77002;4331,580078;NaN;3646,590088;1422,77002;4342,089844;356,3169861;4925,109863;NaN;5380,850098;1868,930054;3298,330078;1386,119995;4904,450195;2019,349976;5977,919922;1620,26001;6311,649902;1107,430054;2510,22998;1183,680054;4712,640137;1950,140015;2911,899902;NaN;5663,450195;1839,23999;4096,339844;1096,369995;2273,840088;NaN;2588,060059;1055,349976;3977,939941;1919,5;2117,879883;Q9BZQ8;FAM129A
NaN;NaN;NaN;NaN;NaN;1680,910034;2582,51001;4714,450195;NaN;NaN;11382,5;2940,080078;2044,75;1025,51001;NaN;NaN;1688,609985;NaN;2841,909912;3473,169922;NaN;NaN;NaN;1318,140015;NaN;2973,129883;1503,199951;1928,969971;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2849,77002;6023,02002;NaN;1121,920044;NaN;2108,600098;NaN;NaN;NaN;NaN;2236,429932;NaN;NaN;NaN;1672,75;1089;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2275,290039;NaN;NaN;3497,409912;NaN;NaN;NaN;NaN;2712,189941;NaN;NaN;1381,25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1581,160034;NaN;NaN;NaN;NaN;1041,339966;1820,880005;Q96TA1;FAM129B
3964,379883;7342,540039;5436,970215;NaN;6853,720215;3396,389893;4298,580078;3483,969971;3527,290039;5774,390137;3072,26001;3567,429932;4250,75;5082,290039;5103,430176;5126,680176;4433,649902;6543,350098;2776,26001;3606,23999;3632,540039;5098,799805;3909,169922;3121,97998;3613,550049;3454,76001;3707,840088;3615,709961;3091,149902;5313,899902;3141,919922;4945,609863;2910,290039;3994,22998;2593,5;4582,939941;4724,149902;4384,609863;1629,180054;4197,580078;3099,179932;4436,720215;3292,429932;6370,189941;5007,109863;4676,009766;4065,709961;4883,350098;4418,419922;6519,359863;4723,160156;6896,810059;3478,719971;4025,72998;4819,649902;6608,560059;4148,060059;5715,040039;3854,860107;6711,669922;3620,929932;3601,919922;3825,280029;5133,330078;3375,580078;6449,259766;3730,330078;2658,850098;4555,200195;4917,759766;3939,419922;5269,740234;2247,100098;4098,399902;2276,050049;3182,310059;2978,060059;3771,100098;3911,76001;5384,540039;2791,72998;3675,23999;2704,360107;3961,01001;2949,800049;4808,430176;3026,879883;5477,879883;3460,659912;5105,589844;3312,110107;4805,799805;Q9H6L5;FAM134B
4073,540039;2004,219971;2121,780029;NaN;2292,98999;2449,310059;1682,390015;NaN;3087,27002;NaN;NaN;1940,349976;2784,790039;2349,709961;2303,389893;NaN;2393,649902;3273,070068;NaN;2007,51001;2630,129883;2464,22998;3605,209961;2935,080078;3273,790039;2883,620117;2627,100098;1692,199951;2272,870117;2518,949951;2437,639893;2639,820068;1951,099976;1786,780029;2883;1924,589966;2455,23999;1736,619995;2465,439941;1330,050049;2371,5;2526,469971;3290,219971;NaN;1854,939941;2562,98999;1888,130005;1573,640015;2098,129883;NaN;1716,119995;1250,390015;1641,349976;2133,290039;1799,709961;1781,5;2225,649902;2084,600098;2038,959961;2823,879883;1701,680054;2539,939941;1447,930054;NaN;1623,969971;NaN;2037,609985;1249,01001;2016,75;1754,319946;1761,890015;NaN;NaN;NaN;2047,810059;NaN;NaN;1479,609985;NaN;1152,689941;NaN;NaN;NaN;1309,52002;2281,580078;2198,199951;2471,72998;1526,660034;2080,939941;NaN;NaN;NaN;Q96C01;FAM136A
55640,89844;54549,39844;55625,30078;NaN;36397,10156;42580,19922;47009,19922;38904,19922;44071;34277,19922;68261,60156;34150,30078;64825,80078;58782,30078;58923,89844;65888,29688;55931;59606,80078;46034;47252,19922;42943,30078;40388,10156;64402,89844;49249,10156;69138,79688;40426,39844;59734,80078;38044,89844;81443;47156,10156;64028,39844;42622;68634,10156;60523,60156;68921,70313;54604,69922;80228,89844;37886,19922;74061,89844;36742,80078;69619;37987,69922;64027,89844;39259;78961,20313;57077,30078;70608,79688;58244,19922;62181;57419,80078;67604,79688;30999,19922;72792,79688;28094,30078;64000;28868;90440,10156;43879,69922;96151,79688;30743,09961;53109,5;56035,80078;62624,80078;51030,39844;70837,79688;55823;73262,20313;29806;84260,89844;54456,39844;63049,30078;31446,40039;82229,5;30244,30078;52987,69922;28841,5;68684,89844;53157,30078;56862,30078;55341,80078;56469,89844;36158,89844;70395,5;38746;86825,39844;55500,60156;65873,60156;62801,5;57492,19922;42426,89844;78338,10156;30922,59961;Q96A26;FAM162A
4246,029785;4428,370117;3259,780029;NaN;2492,459961;3445,570068;3656,199951;3012,360107;3699,800049;3799,570068;5173,120117;3746,790039;3958,439941;3641,97998;3295,449951;3612,060059;3723,75;3074,600098;2548,610107;4262,490234;5626,299805;2862,370117;4172,009766;4593,009766;5185,040039;3159,689941;3576,22998;3576,77002;3861,350098;2859,350098;4432,609863;4190,720215;3910,51001;3793,409912;4708,779785;3222,100098;4278,370117;2890,52002;2452,199951;3572,929932;3549,310059;3466,590088;3824,129883;4120,470215;4015,050049;3823,189941;3616,570068;4241,259766;3769,800049;3598,709961;4264,299805;2737,919922;4039,649902;1568,459961;3786,280029;2424,790039;4240,22998;3566,23999;3231,290039;3709,040039;3832,879883;3555,810059;4355,97998;4418,930176;3272,669922;3585,570068;3713,570068;3201,27002;3316,52002;3362,25;3792,139893;3305,429932;4719,540039;3332,02002;3473,040039;3501,340088;4055,370117;3999,070068;2997,090088;4255,790039;3529,219971;3822,840088;4196,970215;3085,060059;4165,819824;3328,840088;3510,860107;2572,100098;4765,779785;2385,659912;4747,970215;4246,040039;Q15018;FAM175B
1225,869995;841,2999878;974,3339844;NaN;970,9420166;1346,72998;621,0999756;NaN;NaN;NaN;1146,660034;605,1539917;1301,699951;1043,209961;1073,670044;1226,52002;580,5180054;1207,040039;923,6500244;1133,150024;854,1300049;629,96698;2157,76001;1240,290039;1276,430054;886,5;825,2789917;1188,400024;1655,73999;1538,180054;1369,25;1222,339966;1278,380005;NaN;540,7290039;816,6859741;1560,97998;1276,02002;499,5539856;1172,030029;NaN;NaN;NaN;911,1030273;1215,72998;1265,73999;669,3209839;863,5599976;578,2490234;NaN;572,4349976;NaN;362,6520081;NaN;777,5230103;NaN;NaN;NaN;NaN;739,4899902;NaN;NaN;NaN;635,632019;NaN;NaN;753,565979;NaN;1886,140015;483,7349854;560,7410278;NaN;NaN;804,1799927;NaN;NaN;745,4190063;487,8970032;NaN;NaN;515,3779907;NaN;NaN;NaN;1100,160034;NaN;NaN;NaN;NaN;NaN;671,7249756;NaN;Q96ND0;FAM210A
18105,80078;17136,69922;19272,19922;NaN;15556,2998;13846,59961;15952,09961;11740,2998;19651,09961;10216,90039;19740,80078;13476,2002;21685,19922;14414,7998;15212,7002;13829,5;10774,2002;10633,59961;9708,969727;9647,150391;10655,40039;6311,330078;14122,59961;9382,179688;13849,7002;11567,2002;9840,110352;7955,189941;20168,40039;15378,09961;14399,2998;12487,09961;13149;8167,370117;19247,09961;10221,2002;19118,59961;12784,59961;18166,19922;9833,69043;11728,59961;12954,5;14178,5;14027,09961;20133,5;10564,90039;14977,2998;13625,7998;23586,69922;10515,59961;16359,09961;12297,90039;7312,069824;7470,259766;14177,59961;7784,919922;17006,5;12121,5;15665,40039;10673,2998;11410,2002;7057,109863;12815,09961;9099,980469;12881;8824,580078;13475;11874,90039;15160,2002;12095,5;13223,09961;12142,90039;18804,30078;12050,7998;5399,450195;9680,919922;12938,09961;10555,5;10527,90039;10220,2998;14384,09961;8087,950195;12037,5;8377,980469;18182,80078;13106,40039;17219,69922;15038,7002;16339,2998;14986,90039;16448;12796,90039;Q9BRX8;FAM213A
NaN;1397,390015;1338,430054;NaN;1640,589966;1495,420044;941,4199829;2230,850098;812,2910156;823,6539917;1147,800049;NaN;NaN;1554,609985;1634,089966;1153,650024;1102,869995;1542,170044;NaN;1927,900024;1355,709961;1327;1274,209961;1762,699951;931,9970093;1102,400024;1769,449951;797,5930176;1808,119995;948,4609985;1422,930054;1323,72998;952,7390137;1304,800049;1093,839966;736,9050293;1301,040039;1734,48999;640,3519897;1661,849976;645,177002;NaN;1505;1471,880005;1333,01001;867,7180176;1235,819946;1462,949951;1188,569946;NaN;1330,51001;1248,900024;964,5089722;1690,5;894,0930176;3318,02002;1296,410034;NaN;415,3940125;NaN;1400,109985;1582,060059;1724,949951;1167,97998;1272,680054;883,1329956;1536,180054;NaN;1103,829956;861,0280151;1009,669983;1089,650024;773,7290039;638,9359741;1185,75;1186,109985;NaN;NaN;1869,619995;798,6959839;1043;1512,550049;1847,640015;808,7440186;1146,939941;NaN;345,026001;NaN;1674,97998;857,8839722;2246,949951;1689,599976;Q641Q2;FAM21A
12879,90039;11551,90039;15078,7998;NaN;10889;12706,5;14724;13992,90039;11290,7998;10705;25885,30078;9908,889648;8718,19043;15258;11220,90039;11277,5;12154;10217,2002;15120,59961;14889;12768,09961;11550,90039;15085;14468,5;12263,7998;14762,2002;13175,90039;11431,90039;11813,59961;10820;15532,7998;12282,09961;12357;13123,59961;13983,40039;11146;14728,2002;13625,5;13926,90039;13733,09961;13775,2998;12650;14032,40039;13537,59961;14664,7002;18071,69922;17568,59961;20796,59961;12149,7002;10967,2002;14084,90039;15354,5;13689,2002;13032,2998;14021,5;10723,40039;13254,59961;14650;15990,59961;11161,5;13385,90039;14278,7998;14139,90039;11848;15228;15027,09961;14767,2002;14781,7002;13910,5;16386,90039;17232,09961;17370,19922;17438,80078;15443,2002;20422;15294,7998;9847,549805;16182,90039;18295,69922;15098,5;17019,80078;16623,59961;15791,90039;15279,5;16293,09961;14640,2998;15515,59961;17782,90039;11719,2998;13115;14536;15154,7002;Q9NUQ9;FAM49B
1402,52002;1336,800049;1737,449951;NaN;1509,180054;NaN;1344,619995;1445,400024;773,1820068;NaN;1355,839966;1218,150024;493,769989;NaN;1024,540039;1496,030029;831,3720093;1398,140015;947,5369873;758,4219971;NaN;1122,890015;1274,670044;714,3079834;1165,23999;1292,98999;1408,030029;1443,839966;1140,280029;1548,140015;1528,560059;1537,069946;1620,780029;1194,680054;1314,97998;1298,72998;984,2039795;1078,709961;1118,430054;1268,25;1018,119995;1541,98999;1831,890015;1556,98999;NaN;1458,76001;NaN;1478,540039;NaN;908,7299805;1139,109985;NaN;1255,150024;956,0120239;1479,839966;585,8270264;1196,130005;1921,72998;2859,280029;2009,130005;1403,589966;1232,199951;1845,910034;999,6550293;1916,589966;1571,810059;1803,380005;1782,219971;956,2529907;1596,170044;1861,099976;1189,119995;1084,800049;1964,689941;1279,810059;1142,469971;1612,380005;1170,380005;1496,51001;1245,290039;1522,550049;1598,300049;1604,449951;1620,910034;899,0009766;1463,170044;1258,869995;824,0880127;1777,959961;1063,459961;1945,01001;1889,180054;Q8NCA5;FAM98A
7952,810059;7961,100098;10119,7002;NaN;7156,379883;6527,379883;10986,7998;13646;8562,620117;6475,540039;10389,09961;8212,589844;7073,299805;6744,22998;7722,990234;7581,339844;8547,820313;8225,099609;10721,7002;12446,2002;9600,330078;9400,089844;7326,569824;9001,459961;8205,259766;8172,839844;16185,2998;7877,549805;8411,089844;7588,609863;7475,580078;7575,870117;7262,660156;10750,5;7079,799805;8859,839844;6419,120117;6102,75;10465,59961;8756,55957;8046,390137;7816,47998;7106,180176;9343,839844;8776,629883;6910,089844;9620,459961;8894,80957;6825,669922;7349,089844;7675,930176;7350,339844;7849,120117;9998,910156;8081,22998;9626,780273;7308,830078;9434,429688;7350,819824;10504,5;8691,040039;7715,339844;7802,109863;7982,589844;8485,549805;9293,410156;7923,77002;7798,399902;7315,790039;7287,77002;6866,220215;10160;8891,290039;9561,900391;13507,90039;12821;6078,299805;7748,129883;11639,09961;10214,7998;10268,59961;9313,209961;11948,7998;13130,7002;8167,899902;9567,019531;7225,899902;8850,169922;8312,69043;7238,850098;12022,40039;15709,2002;Q9Y285;FARSA
10314,5;12791,09961;12437,2002;NaN;14452,5;9982,070313;17087,19922;14156;13894,7002;11928,2002;13141,59961;14187,7002;9772,910156;10233,09961;11125,09961;12788,40039;11398;12023;13545,2998;15367,2998;10752,59961;10924,2002;13133,90039;15228,09961;13144,7002;14116,7002;23423,59961;14161,90039;13850;12554,59961;14688;14448;12612;13744,59961;13311;14435;12229,90039;9587,549805;10382,7998;14279,7002;9973,55957;11534,7998;11745,90039;14070,7002;13447,7998;14989,09961;13986;14847,7998;11639,09961;11511,09961;10593;12929;12657,90039;8187,910156;11254,40039;9843,400391;10596,2998;11647,59961;12088,7002;13179,7002;10624,5;11463,2002;13156,7998;13091,7002;12704,5;13656,59961;12223,7998;11675,40039;10536,59961;12066,59961;8368,519531;10510;9683,30957;13047,2002;16038,2998;17707,30078;9500,429688;11242,40039;14703,90039;13803,2002;12851,59961;14717,7002;12168,7998;18065,40039;12072,90039;13471,7998;11251,59961;14980,2998;9048,660156;10660,2998;14033,2998;19161,30078;Q9NSD9;FARSB
1695,930054;2539,649902;2236,389893;NaN;1426,569946;3301,830078;2297,76001;1610,430054;2628,100098;NaN;2261,51001;1073,189941;2476,419922;2315,709961;2574,409912;2355,919922;1104,72998;1327,52002;1913,439941;1107,089966;1244,140015;1320,98999;2927,949951;1870,709961;2743,209961;1251,150024;2551,350098;2875,139893;3331,540039;2298,360107;2337,719971;2108,189941;2070,120117;1936,890015;1941,550049;1679,160034;2824,780029;1922,02002;2306;1496,27002;1232,060059;2172,080078;2030,369995;1639,880005;2042,27002;2191,439941;2450,560059;1925,839966;2083,860107;NaN;1979,890015;1105,77002;1863,01001;NaN;2653,76001;NaN;2152,280029;2502,669922;3090,939941;2268,639893;2077,669922;NaN;2115,689941;1916,469971;1593,280029;2206,929932;1708,699951;861,1199951;2728,120117;2308,550049;2347,560059;1635,880005;1172,140015;1394,060059;1509,619995;917,914978;1807,810059;1528,339966;2073,330078;1459,060059;3090,389893;1007,460022;2174,350098;1557,689941;3312,72998;2938,830078;1971,089966;2680,449951;2211,350098;2193,679932;1761,619995;1170,150024;Q9NYY8;FASTKD2
8977,669922;8166,009766;7983,680176;NaN;NaN;10055,09961;6880,299805;34171,89844;10462,2002;9595,769531;16598,59961;10462,5;14811,40039;5354,470215;14239,2002;4561,660156;8653,30957;8582,679688;9891,019531;12690,7002;5291,870117;6808,709961;7834,529785;6573,419922;7245,140137;16127,5;6308,910156;13048;6705,810059;7340,040039;4417,109863;5741,600098;5784,040039;4727,779785;3957,110107;8023,759766;5517,22998;23282,09961;8927,679688;7358,430176;4348,939941;7578,810059;5646,72998;8549,419922;4360,399902;6815,200195;6768,549805;8595,450195;4934,330078;4651,060059;3100,830078;7478,540039;NaN;10744,59961;4194,379883;7369,350098;NaN;8054,209961;NaN;6190,779785;3554,620117;5450,040039;4327,509766;5344,25;3402,709961;NaN;2557,290039;5288,97998;6468,02002;5564,689941;8253,589844;7957,089844;5113,02002;6934,720215;4501,25;8490,700195;6908,910156;4322,839844;6087,910156;4339,220215;3433,52002;5641,870117;4433,439941;3622,540039;5258,100098;6693,939941;3221,23999;4462,509766;NaN;6991,950195;7144,779785;4643,919922;P62861;FAU
NaN;NaN;NaN;NaN;NaN;NaN;1552,439941;1730,910034;NaN;NaN;4036,300049;1602,619995;1931,069946;NaN;NaN;1583,329956;NaN;NaN;2817,870117;2430,360107;1946,199951;NaN;1232,089966;931,1810303;NaN;756,8790283;NaN;3063,300049;NaN;2040,079956;1287,319946;933,7550049;872,3060303;NaN;1154,02002;NaN;NaN;1204,560059;2147,72998;NaN;1993,75;NaN;1374,209961;1424,900024;2240,199951;NaN;1553,910034;2602,870117;1204,140015;2368,5;NaN;1822,699951;2439,429932;NaN;1807,430054;1157,530029;1751,280029;1905,329956;2067,159912;1722,089966;2347,030029;1370,77002;1996,609985;1731,849976;848,7030029;1473,699951;NaN;959,0770264;NaN;1336,569946;1541,72998;2180,389893;1664,849976;1192,449951;1965,930054;2186,080078;1408,680054;2116,860107;2170,870117;1570,170044;1098,329956;1055,829956;1440,160034;1659,930054;NaN;1108,859985;1468,97998;1463,709961;1835,790039;1855,069946;1583,319946;3007,75;P22087;FBL
984,2819824;568,2210083;1094,359985;NaN;752,8289795;NaN;874,4730225;NaN;1472,780029;NaN;NaN;918,4539795;NaN;510,8190002;747,5280151;862,9619751;985,1129761;NaN;1081,410034;NaN;NaN;NaN;869,1680298;1167,439941;375,2189941;NaN;1079,51001;131,1629944;NaN;1140,800049;1350,660034;955,5560303;735,5670166;534,4650269;NaN;NaN;566,2440186;702,8540039;732,367981;1006,390015;303,6870117;NaN;921,1519775;965,6420288;NaN;623,2969971;700,242981;NaN;575,6660156;NaN;1716,449951;930,8920288;1077,839966;NaN;994,0159912;1054,75;NaN;NaN;802,9550171;NaN;1647,050049;NaN;NaN;NaN;NaN;773,2319946;1330,839966;1053;NaN;NaN;NaN;707,9619751;NaN;790,0109863;NaN;1162,130005;795,0650024;NaN;1110,579956;556,9089966;NaN;1355,719971;NaN;621,6829834;NaN;1279,26001;1677,52002;1456,180054;1364,199951;1319,589966;921,5209961;1220,22998;P98095;FBLN2
8498,679688;8242,700195;4927,850098;NaN;2756,159912;4398,52002;7183,879883;9169,910156;5276,759766;8745,580078;3114,72998;11228,40039;3797,449951;7305,160156;9448,299805;6546,419922;3842,310059;5520,580078;4799,279785;3693,560059;4453,459961;5523,100098;4842,439941;5177,529785;2349,810059;5281,709961;5110,259766;5390,02002;2679,48999;5286,640137;3143,149902;4623,240234;NaN;4024,25;3072,350098;5069,919922;2533,659912;2808,860107;4623,759766;5462,029785;2755,179932;4273,080078;NaN;4111,370117;5654,200195;8130,350098;9212,080078;9134,679688;5253,160156;5196,209961;4293,830078;4319,279785;3053,370117;3230,560059;3433,389893;NaN;2157,649902;NaN;4167,180176;3422,280029;3405,72998;2724,060059;NaN;2702,889893;3000,709961;3846,070068;3303,219971;5568,899902;4667,149902;5578,47998;5726,950195;4300,359863;NaN;5824,22998;NaN;2398,790039;3801,129883;3894,22998;5879,089844;3192,830078;NaN;2607,060059;2943,070068;1728,23999;2630,52002;1784,339966;2596,709961;NaN;3637,469971;4502,339844;4434,370117;3883,02002;Q9UBX5;FBLN5
14438,2002;4560,759766;7789,220215;NaN;9091,339844;10499,40039;6623,399902;2959,300049;11557,2002;13849,2998;NaN;10106,7002;27454,80078;5774,419922;16303,5;1766,290039;9778,150391;NaN;23960,30078;3884,959961;1985,619995;6663,040039;4575,950195;3120,129883;NaN;3540,929932;9895,290039;NaN;NaN;8842,469727;NaN;NaN;2792,330078;2801,280029;NaN;3662,419922;NaN;9590,80957;5954,850098;4946,910156;3369,909912;7410,830078;3441,439941;5503,97998;3285,290039;3248,179932;2146,530029;NaN;13295,7002;4071,540039;2803,629883;NaN;NaN;13311,5;2544,209961;10951,09961;4841,109863;5362,22998;3976,350098;NaN;4766,589844;NaN;NaN;2956,97998;7558,660156;NaN;NaN;5606,259766;4437,089844;NaN;18272,80078;16674,40039;NaN;NaN;3614,679932;4881,660156;7809,370117;NaN;2582,51001;973,6690063;3467,189941;NaN;1853,469971;2179,939941;9426,530273;2515,72998;8142,970215;2913,179932;18571,40039;11483,7002;10094,40039;3431,389893;P35555;FBN1
82305,89844;171999;94001,10156;242856;59350,89844;75913,5;40276,5;61617,5;65215,69922;130519;49639,60156;112690;60652,39844;174597;100738;109423;28082,19922;64278,19922;17784,80078;28444,90039;73044,10156;174495;101274;165018;68556,79688;180782;44763,30078;123599;86826,39844;161636;94204,60156;186998;74218,29688;155693;79953,79688;158337;50961,19922;71561,20313;31055,5;98700,89844;45901;108218;65320,5;113821;60309,80078;169719;68338,29688;163283;62134,69922;105119;64590,69922;122515;27547,09961;64277,60156;43219,60156;109332;63695,69922;112985;64655,30078;160017;45619,19922;87661,20313;46151,5;104454;67902,10156;120400;73797,70313;119311;40977,39844;109820;57203;102071;62017,69922;118565;19093,40039;39121,10156;30305,5;96819,79688;33801,30078;84871;65528;139162;64604,80078;143976;76114,20313;111136;72058,89844;132046;44418,89844;116053;26136,80078;69567,29688;O00757;FBP2
11277;11941,7998;10205,7998;NaN;10489,2002;14256;12951,90039;18899,90039;12868,7998;10201,2998;20529,19922;12813,40039;10853,90039;12884,2002;12070,59961;12605,40039;11929,59961;12289,09961;10181,2002;14066,09961;12087,2002;9425,410156;12416,90039;11250,90039;11962,2002;12208,90039;11295,2998;12943,59961;11707,5;13194,59961;12643,09961;12131,40039;12473,2998;11284,7998;13474,59961;11357,2002;12207,7002;10404,59961;14379;13455,2998;11008,2998;8983,490234;10160,5;11520,7002;10783,40039;15925,90039;12198,09961;13220,7998;10330,7002;10901,7002;10822,2002;12435;11554,7998;8698,919922;9886,160156;10187,09961;8082,189941;10000,7002;11745,5;8881,919922;12181,2998;11553,7998;10377,5;11336,90039;11348,5;12051,59961;10562,2998;17280,80078;12126,09961;10797,7002;10457,40039;9641,570313;10152,7998;10118,5;9746,049805;8537,589844;9485,759766;10215,2002;11131,2002;11089,40039;9445,429688;10952,5;13960,5;11666,5;11841,2002;12652,7002;11792,7998;10567,09961;10656,5;10146,40039;10262,59961;11922;P14324;FDPS
2730,52002;2064,560059;1597,859985;NaN;NaN;3658,280029;2260,110107;2027,219971;2902,540039;1324,48999;1458,849976;1877,839966;2866,439941;2321,360107;3074,939941;3181,469971;3088,449951;1720,01001;2100,73999;1409,97998;2962,939941;2530,219971;2236,800049;1813,47998;3057,360107;1785,920044;2177,060059;2144,280029;1916;1614,25;2055,120117;1160,72998;2996,469971;2140,679932;3350,629883;1777,339966;2748,209961;1088,569946;2552,97998;2281,149902;1924,699951;NaN;2626,570068;2165,949951;2508,669922;2745,73999;2991,860107;1389,459961;2050,159912;NaN;1124,75;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;583,7369995;NaN;NaN;NaN;916,9439697;NaN;696,7589722;NaN;667,1270142;672,4840088;1439,459961;1081,390015;933,4229736;1117,97998;1292,060059;1193,170044;1015,580017;NaN;1461,849976;NaN;1379,660034;983,3480225;798,4949951;NaN;1348,060059;1170,209961;1304,609985;1008,039978;Q6P4F2;FDX1L
